,Title,Url,Date,Summary,Industry
103,COMMENT: How to get consumers ready for autonomous vehicles,https://www.automotiveworld.com/articles/comment-how-to-get-consumers-ready-for-autonomous-vehicles/,"August 19, 2020","With so much existing consumer scepticism surrounding autonomous vehicles, automakers and tech companies need to rethink their go-to-market strategy, writes Jason Cottrell",Automotive and Assembly
104,Autonomous vehicle tests yet to revamp cities in Europe,https://www.automotiveworld.com/articles/autonomous-vehicle-tests-yet-to-revamp-cities-in-europe/,"August 18, 2020","Most pilots remain in the early stages, and cities are happy to see how they go before reshaping road networks. By Freddie Holmes",Automotive and Assembly
105,"Urban AV development needs to be evolutionary, not revolutionary",https://www.automotiveworld.com/articles/urban-av-development-needs-to-be-evolutionary-not-revolutionary/,"August 18, 2020","Autonomy holds significant urban potential, but this potential will not be unlocked overnight. By Jack Hunsley",Automotive and Assembly
106,Artificial intelligence reimagines customer engagement,https://www.automotiveworld.com/articles/artificial-intelligence-reimagines-customer-engagement/,"August 18, 2020","AI-chatbots are rapidly changing the way consumers interact with automakers and mobility providers, writes Megan Lampinen",Automotive and Assembly
107,How has COVID reshaped the US industry outlook?,https://www.automotiveworld.com/articles/how-has-covid-reshaped-the-us-industry-outlook/,"August 17, 2020",Dykema shares insights from its survey into the US economy and automotive market outlook for the remainder of 2020 and into 2021. By Megan Lampinen,Automotive and Assembly
108,"How to make cities ready for autonomous vehicles, and AVs ready for cities",https://www.automotiveworld.com/articles/how-to-make-cities-ready-for-autonomous-vehicles-and-avs-ready-for-cities/,"August 17, 2020","It is vital that cities prepare to accommodate AVs, and that AV technology be developed for safe deployment in cities, writes James Hodgson",Automotive and Assembly
109,The path to successful urban AV deployment is signposted by smart infrastructure,https://www.automotiveworld.com/articles/the-path-to-successful-urban-av-deployment-is-signposted-by-smart-infrastructure/,"August 17, 2020",Autonomous vehicles will share the city streets with drivers in non-connected vehicles for many years to come. Smart infrastructure could harmonise that. By Xavier Boucherat,Automotive and Assembly
110,Workhorse targets Q4 2020 ramp up,https://www.automotiveworld.com/articles/workhorse-targets-q4-2020-ramp-up/,"August 14, 2020","The company’s latest earnings call does not paint a pretty picture, but much-needed customer deliveries are on the horizon. By Freddie Holmes",Automotive and Assembly
111,Automakers take 48V powertrains to the mass market,https://www.automotiveworld.com/articles/automakers-take-48v-powertrains-to-the-mass-market/,"August 14, 2020","Many brands are launching mild hybrid variants of popular models, but will it be enough to meet CO2 targets? By Freddie Holmes",Automotive and Assembly
112,COMMENT: Turbocharge digital marketing with customer data,https://www.automotiveworld.com/articles/comment-turbocharge-digital-marketing-with-customer-data/,"August 14, 2020",Tom Treanor explores the importance of measuring marketing performance for automotive brands,Automotive and Assembly
113,Autonomy and shared mobility prompt charging innovation,https://www.automotiveworld.com/articles/autonomy-and-shared-mobility-prompt-charging-innovation/,"August 14, 2020","Automatic charging wouldn’t just improve convenience, but could also better enable shared mobility and autonomy. Wireless is one solution, and matrix charging is another. By Xavier Boucherat",Automotive and Assembly
114,New CEO to set faster pace for Ford’s transformation,https://www.automotiveworld.com/articles/new-ceo-to-set-faster-pace-for-fords-transformation/,"August 13, 2020","While Hackett was faced with arrival of COVID-19 and the immediate production impact, Farley is left to address the new normal it has created, writes Megan Lampinen",Automotive and Assembly
115,The mild hybrid: a key tech already living on borrowed time?,https://www.automotiveworld.com/articles/the-mild-hybrid-a-key-tech-already-living-on-borrowed-time/,"August 13, 2020","Though an attractive solution for EV-sceptic consumers, the mild hybrid’s days appear to already be numbered. By Jack Hunsley",Automotive and Assembly
116,"Electric vehicles: The now, the near future and the never again",https://www.automotiveworld.com/articles/electric-vehicles-the-now-the-near-future-and-the-never-again/,"August 13, 2020","WMG, at the University of Warwick, highlights some of the latest advances in electrification knowledge and technologies helping to usher in an electric future",Automotive and Assembly
117,Racing technology fast-tracks sustainability developments,https://www.automotiveworld.com/articles/racing-technology-fast-tracks-sustainability-developments/,"August 12, 2020",Renault Sport Racing and DuPont team up to address some of the biggest challenges in the rapidly changing mainstream automotive industry. By Megan Lampinen,Automotive and Assembly
118,"Within the 48V segment, Tier 1s have moved into powerful positions",https://www.automotiveworld.com/articles/within-the-48v-segment-tier-1s-have-moved-into-powerful-positions/,"August 12, 2020","Bosch and Continental are both bullish on mild hybrids, adapting to the new electrification supply chain whilst pushing the limits of 48V technology. By Xavier Boucherat",Automotive and Assembly
119,COMMENT: 3D printing to help manufacturers create new business models,https://www.automotiveworld.com/articles/comment-3d-printing-to-help-manufacturers-create-new-business-models/,"August 12, 2020",Mark Dickin from Ricoh investigates how additive manufacturing is driving the business models that the “new normal” demands,Automotive and Assembly
120,What’s the post-COVID commercial vehicle outlook?,https://www.automotiveworld.com/articles/whats-the-post-covid-commercial-vehicle-outlook/,"August 11, 2020",Roland Berger's Wilfried Aulbur shares his expectations for the CV sector in the wake of the novel coronavirus,Automotive and Assembly
121,48V likely to become the new standard for mass-market cars,https://www.automotiveworld.com/articles/48-volt-likely-to-become-the-new-standard-for-mass-market-cars/,"August 11, 2020",The technology has more to offer than might be expected of a low-voltage solution. By Freddie Holmes,Automotive and Assembly
122,"For CVs the mild hybrid is a quick fix, but nothing more",https://www.automotiveworld.com/articles/for-cvs-the-mild-hybrid-is-a-quick-fix-but-nothing-more/,"August 11, 2020","Mild hybrids offer a simple route to hitting upcoming emissions targets, but future regulations will require more future-focused tech. By Jack Hunsley",Automotive and Assembly
123,Mild hybrids—a multi-billion euro growth opportunity alongside e-mobility?,https://www.automotiveworld.com/articles/mild-hybrids-a-multi-billion-euro-growth-opportunity-alongside-e-mobility/,"August 10, 2020",Experts from McKinsey & Company explore the technological and market opportunities within the rapidly changing powertrain landscape,Automotive and Assembly
124,48V’s role in the future of emissions reduction is limited,https://www.automotiveworld.com/articles/48vs-role-in-the-future-of-emissions-reduction-is-limited/,"August 10, 2020","48V offers automakers plenty of potential, but for those automakers who are serious about meeting emissions targets, it’s not likely to prove more than a stopgap. By Xavier Boucherat",Automotive and Assembly
125,Truck drivers must learn to live with cameras for improved safety and autonomy,https://www.automotiveworld.com/articles/truck-drivers-must-learn-to-live-with-cameras-for-improved-safety-and-autonomy/,"August 10, 2020","Inward facing cameras could improve safety and lay the foundations for autonomous features, but resistance is fierce. A preferable outcome is organic adoption. By Xavier Boucherat",Automotive and Assembly
126,Nikola faces stiff scrutiny in debut earnings call,https://www.automotiveworld.com/articles/nikola-faces-stiff-scrutiny-in-debut-earnings-call/,"August 7, 2020","Nikola Corporation’s first earnings call as a publically traded company left many analysts looking for clarity, writes Freddie Holmes",Automotive and Assembly
127,LiDAR is no fool’s errand in the pursuit of driverless cars,https://www.automotiveworld.com/articles/lidar-is-no-fools-errand-in-the-pursuit-of-driverless-cars/,"August 7, 2020",Is there merit behind the idea that LiDAR is an optional extra for autonomous vehicles? Freddie Holmes investigates,Automotive and Assembly
128,3D printing poses challenges to traditional IP strategy,https://www.automotiveworld.com/articles/3d-printing-poses-challenges-to-traditional-ip-strategy/,"August 7, 2020",Daniel Sizer warns that product patents drafted with traditional manufacturing methods in mind may not provide IP protection for the same product when additively manufactured,Automotive and Assembly
129,Energy players need a diverse and well-judged EV portfolio,https://www.automotiveworld.com/articles/energy-players-need-a-diverse-and-well-judged-ev-portfolio/,"August 6, 2020",Jack Hunsley speaks with Shell New Energies to learn how the EV transition will reshape the energy sector,Automotive and Assembly
130,Solid-state LiDAR transitions from far flung tech to critical AV component,https://www.automotiveworld.com/articles/solid-state-lidar-transitions-from-far-flung-tech-to-critical-av-component/,"August 6, 2020","With real-world AV operating conditions considered, more players now believe that mechanical LiDAR is insufficient for an autonomous future. By Jack Hunsley",Automotive and Assembly
131,"LiDAR ‘critical’ for highly automated vehicles, but cost remains a challenge",https://www.automotiveworld.com/articles/lidar-critical-for-highly-automated-vehicles-but-cost-remains-a-challenge/,"August 5, 2020",Freddie Holmes speaks to ZF’s Aine Denari about the benefits that LiDAR can bring to autonomous vehicles,Automotive and Assembly
132,Automakers keep faith in LiDAR with multiple systems due for launch by 2022,https://www.automotiveworld.com/articles/automakers-keep-faith-in-lidar-with-multiple-systems-due-for-launch-by-2022/,"August 5, 2020","Discussion around LiDAR’s necessity for autonomous vehicles has largely died down in favour of the technology, and some units will be hitting the road very soon. By Xavier Boucherat",Automotive and Assembly
133,COMMENT: What steps must be taken to ensure the safety of connected transport?,https://www.automotiveworld.com/articles/comment-what-steps-must-be-taken-to-ensure-the-safety-of-connected-transport/,"August 5, 2020",Steve Bryen offers the Amazon Web Services perspective on safe connectivity,Automotive and Assembly
134,Adding meat to the bones: how LiDAR is at the heart of AV perception,https://www.automotiveworld.com/articles/adding-meat-to-the-bones-how-lidar-is-at-the-heart-of-av-perception/,"August 4, 2020","For many, LiDAR’s ability to build 3D environments for AVs is priceless. By Jack Hunsley",Automotive and Assembly
135,LiDARs for self-driving vehicles: a technological arms race,https://www.automotiveworld.com/articles/lidars-for-self-driving-vehicles-a-technological-arms-race/,"August 3, 2020","Christoph Domke and Quentin Potts explore the debate around LiDAR: an unparalleled 3D environment mapper, vital to Level 5 autonomy to proponents, or a shortcut to a “dead end” to opponents",Automotive and Assembly
136,Who will succeed in the crowded LiDAR space?,https://www.automotiveworld.com/articles/who-will-succeed-in-the-crowded-lidar-space/,"August 3, 2020","Affordable, scalable LiDAR remains an elusive piece of the self-driving puzzle. This is not for lack of effort, with numerous companies competing in the space. By Xavier Boucherat",Automotive and Assembly
137,Profitable CV business a highlight for Ford in second quarter,https://www.automotiveworld.com/articles/profitable-cv-business-a-highlight-for-ford-in-second-quarter/,"July 31, 2020","The automaker is bullish on the prospects for its commercial vehicle division, no less due to the partnership with Volkswagen. By Freddie Holmes",Automotive and Assembly
138,Could fuel agnostic skateboard platforms be the future of trucking post-2030?,https://www.automotiveworld.com/articles/could-fuel-agnostic-skateboard-platforms-be-the-future-of-trucking-post-2030/,"July 31, 2020",Powertrain developers could consolidate time and efforts in greener tech by developing fuel agnostic powertrain platforms. By Jack Hunsley,Automotive and Assembly
139,How might driverless technology reshape ride-hailing?,https://www.automotiveworld.com/articles/how-might-driverless-technology-reshape-ride-hailing/,"July 31, 2020",Freddie Holmes speaks to Voyage to find out why a retirement village may be the ideal environment for early robotaxis,Automotive and Assembly
140,Tech advances promise “historic” shift in sustainable aluminium,https://www.automotiveworld.com/articles/tech-advances-promise-historic-shift-in-sustainable-aluminium/,"July 30, 2020",Megan Lampinen explores how Russian company RUSAL is leading the sustainability shift within the aluminium industry,Automotive and Assembly
141,Data and transparency key for bringing commuters back to ride-hailing post-COVID,https://www.automotiveworld.com/articles/data-and-transparency-key-for-bringing-commuters-back-to-ride-hailing-post-covid/,"July 30, 2020",Ride-hailing players should leverage their connectivity expertise to reassure concerned commuters. By Jack Hunsley,Automotive and Assembly
142,Tough truck environment means autonomy reliant on tougher computers,https://www.automotiveworld.com/articles/tough-truck-environment-means-autonomy-reliant-on-tougher-computers/,"July 30, 2020","Self-driving trucking will require immense computing power, but the trucking environment is a world away from the data centre. By Xavier Boucherat",Automotive and Assembly
143,FCA and Waymo home in on autonomous delivery,https://www.automotiveworld.com/articles/fca-and-waymo-home-in-on-autonomous-delivery/,"July 29, 2020","Moving goods could prove even more lucrative than moving people in the post-COVID new normal, writes Megan Lampinen",Automotive and Assembly
144,Van makers have the strength and expertise to make ride-pooling attractive,https://www.automotiveworld.com/articles/van-makers-have-the-strength-and-expertise-to-make-ride-pooling-attractive/,"July 29, 2020",Automakers are impacting the ride-hailing and ride-pooling segments. Their expertise in vehicle design and powertrain are helping to produce ride-pooling services which appeal to cities. By Xavier Boucherat,Automotive and Assembly
145,Marketing to play critical role for automakers in post-COVID recovery,https://www.automotiveworld.com/articles/marketing-to-play-critical-role-for-automakers-in-post-covid-recovery/,"July 29, 2020",Marketing expert Paul Hitchens explores the marketing strategies needed to help companies emerge from the COVID-19 pandemic,Automotive and Assembly
146,"Ride-hailing part of a wider mobility ecosystem, says Uber",https://www.automotiveworld.com/articles/ride-hailing-part-of-a-wider-mobility-ecosystem-says-uber/,"July 28, 2020",Freddie Holmes takes a look at how Uber is reshaping to accommodate new mobility trends without hurting its core business,Automotive and Assembly
147,How ride-hailing expertise can enable on-demand public transport,https://www.automotiveworld.com/articles/how-ride-hailing-expertise-can-enable-on-demand-public-transport/,"July 28, 2020","It’s time to create digitally enabled, demand-driven public transit networks, ViaVan’s Chief Executive, Chris Snyder, tells Automotive World. By Jack Hunsley",Automotive and Assembly
148,Volvo Group positions for success in post-COVID recession,https://www.automotiveworld.com/articles/volvo-group-positions-for-success-in-post-covid-recession/,"July 27, 2020","The commercial vehicle giant insists there are lucrative opportunities at hand, but how well positioned is it to tap them? By Megan Lampinen",Automotive and Assembly
149,Trust key to ride-hailing’s short and long term future,https://www.automotiveworld.com/articles/trust-key-to-ride-hailings-short-and-long-term-future/,"July 27, 2020","COVID and autonomy are transforming the ride-hailing experience. In both cases, users are going to need reassurances that they are being taken care of. By Xavier Boucherat",Automotive and Assembly
150,Great opportunity ahead for ride-hailing,https://www.automotiveworld.com/articles/great-opportunity-ahead-for-ride-hailing/,"July 27, 2020",Pedro Pacheco explores the outlook for ride-hailing in the wake of the global pandemic and the advent of self-driving technology,Automotive and Assembly
151,Enter Stellantis: the corporate face of new mobility?,https://www.automotiveworld.com/articles/enter-stellantis-the-corporate-face-of-new-mobility/,"July 24, 2020","A company name is its strategy in short-hand, so what's the message behind Stellantis? By Megan Lampinen",Automotive and Assembly
152,Polestar addresses the inconvenience of public EV charging,https://www.automotiveworld.com/articles/polestar-addresses-the-inconvenience-of-public-ev-charging/,"July 24, 2020",A new partnership with Plugsurfing will provide a master key for many of Europe’s charging stations. By Freddie Holmes,Automotive and Assembly
153,Software-enabled infrastructure critical in supporting EV uptake,https://www.automotiveworld.com/articles/software-enabled-infrastructure-critical-in-supporting-ev-uptake/,"July 23, 2020","With EV ownership expected to skyrocket, the industry needs intelligent software to distribute energy evenly and create a seamless customer experience. By Jack Hunsley",Automotive and Assembly
154,COMMENT: Automakers must rethink sound and voice tech strategy,https://www.automotiveworld.com/articles/comment-automakers-must-rethink-sound-and-voice-tech-strategy/,"July 23, 2020","Sound and voice are the next frontier for tomorrow’s automotive brands, so why are they in danger of falling behind? By Steve Milton",Automotive and Assembly
155,"COVID-19 will force public transit into a digital, greener on-demand world",https://www.automotiveworld.com/articles/covid-19-will-force-public-transit-into-a-digital-greener-on-demand-world/,"July 23, 2020",Jack Hunsley talks with on-demand specialist ViaVan’s Chief Executive to learn more about the company’s take on the future of shared mobility and public transit,Automotive and Assembly
156,Industry doubles down on seamless multi-modal journey focus,https://www.automotiveworld.com/articles/industry-doubles-down-on-seamless-multi-modal-journey-focus/,"July 22, 2020","Siemens believes that pre-pandemic trends will continue to shape future mobility developments, writes Megan Lampinen",Automotive and Assembly
157,COMMENT: Do SAE Levels belong in the showroom? And what is L2+?,https://www.automotiveworld.com/articles/comment-do-sae-levels-belong-in-the-showroom-and-what-is-l2/,"July 22, 2020","An interim level may sound good in the showroom, but it also risks confusing buyers and undermining the autonomous agenda. By Xavier Boucherat",Automotive and Assembly
158,"Wireless vehicle charging shows promise, but not a priority for infrastructure rollout",https://www.automotiveworld.com/articles/wireless-vehicle-charging-shows-promise-but-not-a-priority-for-infrastructure-rollout/,"July 22, 2020","Many applications, particularly autonomous ones, could benefit from inductive charging, but significant share in EV infrastructure may be a mid to long-term development. By Xavier Boucherat",Automotive and Assembly
159,Inside and out: new mobility trends reshape vehicle design,https://www.automotiveworld.com/articles/inside-and-out-new-mobility-trends-reshape-vehicle-design/,"July 21, 2020","Megan Lampinen looks at how shared mobility, autonomous driving and environmental concerns are impacting vehicle interiors and exteriors",Automotive and Assembly
160,Cities must provide EV charging for the many,https://www.automotiveworld.com/articles/cities-must-provide-ev-charging-for-the-many/,"July 21, 2020",Freddie Holmes investigates how cities can offer a greater array of charging solutions with minimal impact to existing infrastructure,Automotive and Assembly
161,Smart and efficient energy grid management top of the EV agenda,https://www.automotiveworld.com/articles/smart-and-efficient-energy-grid-management-top-of-the-ev-agenda/,"July 21, 2020","With EV uptake expected to soar come 2030, managing demand effectively will require intricate smart charging capabilities. By Jack Hunsley",Automotive and Assembly
162,Is the infrastructure ready for an electric vehicle future?,https://www.automotiveworld.com/articles/is-the-infrastructure-ready-for-an-electric-vehicle-future/,"July 20, 2020","On paper the industry has the capacity to recharge tomorrow's EV fleets, but in practice ensuring a reliable service will require careful planning and upgrades, writes Sam Abuelsamid",Automotive and Assembly
163,The public charging puzzle: intelligence and regulation required,https://www.automotiveworld.com/articles/the-public-charging-puzzle-intelligence-and-regulation-required/,"July 20, 2020","An EV rollout will need public charging, but careful planning will be needed to ensure it doesn’t dominate public space, and regulation must make the task frictionless. By Xavier Boucherat",Automotive and Assembly
164,Future mobility places new pressure on Tier 1 suppliers,https://www.automotiveworld.com/articles/future-mobility-places-new-pressure-on-tier-1-suppliers/,"July 17, 2020",Freddie Holmes speaks to Magna Powertrain’s Harald Naunheimer about the influence of the CASE megatrends on automotive suppliers,Automotive and Assembly
165,Modena deploys ‘roaming sensors’ in connected car pilot,https://www.automotiveworld.com/articles/modena-deploys-roaming-sensors-in-connected-car-pilot/,"July 17, 2020",The historic Italian city believes connected cars can supply valuable data that eliminates the need for a complete infrastructure overhaul. By Freddie Holmes,Automotive and Assembly
166,Autonomy-as-a-service: could open-source offer a shortcut to an autonomous vehicle future?,https://www.automotiveworld.com/articles/autonomy-as-a-service-could-open-source-offer-a-shortcut-to-an-autonomous-vehicle-future/,"July 17, 2020","An open-source approach could allow the industry to build a solid, consistent AV foundation. By Jack Hunsley",Automotive and Assembly
167,COMMENT: Have we reached a turning point on electric vehicles?,https://www.automotiveworld.com/articles/comment-have-we-reached-a-turning-point-on-electric-vehicles/,"July 17, 2020",Alyssa Altman looks at the latest developments in the electric vehicle segment,Automotive and Assembly
168,Silicon Carbide breakthroughs to accelerate electric vehicle innovation,https://www.automotiveworld.com/articles/silicon-carbide-breakthroughs-to-accelerate-electric-vehicle-innovation/,"July 16, 2020",Anup Bhalla explores how wide band-gap SiC can help spur EV developments,Automotive and Assembly
169,Real-world collaboration crucial for nurturing the connected vehicle urban ecosystem,https://www.automotiveworld.com/articles/real-world-collaboration-crucial-for-nurturing-the-connected-vehicle-urban-ecosystem/,"July 16, 2020",Players are well aware of vehicle connectivity’s urban potential. Unlocking this future relies on testing its capabilities in real cities. By Jack Hunsley,Automotive and Assembly
170,Where do electric vehicles fit in energy grid management?,https://www.automotiveworld.com/articles/where-do-electric-vehicles-fit-in-energy-grid-management/,"July 16, 2020","Megan Lampinen takes a closer look at the SmartHubs project, which aims to revolutionise the way energy is generated, stored and consumed",Automotive and Assembly
171,Living laboratories: Toyota and others plan to birth real connected car solutions,https://www.automotiveworld.com/articles/living-laboratories-toyota-and-others-plan-to-birth-real-connected-car-solutions/,"July 15, 2020","Toyota’s Woven City is one of several bold projects which, by building from the ground up, aim to give cities ideas for scalable connectivity solutions. By Xavier Boucherat",Automotive and Assembly
172,Cellular V2X communication will be at the heart of the smart city,https://www.automotiveworld.com/articles/cellular-v2x-communication-will-be-at-the-heart-of-the-smart-city/,"July 15, 2020","The infrastructure question is crucial for the success of the connected car, and it would appear the market is converging on one solution in particular. By Xavier Boucherat",Automotive and Assembly
173,What will it take to safely usher in autonomous driving?,https://www.automotiveworld.com/articles/what-will-it-take-to-safely-usher-in-autonomous-driving/,"July 15, 2020","Megan Lampinen offers an inside look at The Autonomous, a forum designed to shape safety standards and practices around automated mobility",Automotive and Assembly
174,Are city-automaker partnerships vital for connected car tests?,https://www.automotiveworld.com/articles/are-city-automaker-partnerships-vital-for-connected-car-tests/,"July 14, 2020","The relationship would seem to have mutual benefits, but much of that testing could be carried out elsewhere. By Freddie Holmes",Automotive and Assembly
175,How will Europe’s automotive industry recover from COVID-19?,https://www.automotiveworld.com/articles/how-will-europes-automotive-industry-recover-from-covid-19/,"July 14, 2020","Electrification is likely to remain a top priority for European automakers, but automation may have to wait, writes Freddie Holmes",Automotive and Assembly
176,Where does electrification fit in Mazda’s engine strategy?,https://www.automotiveworld.com/articles/where-does-electrification-fit-in-mazdas-engine-strategy/,"July 14, 2020","Christian Schultze, Director of Technology Research at Mazda Motor Europe, speaks to Megan Lampinen about future proofing propulsion",Automotive and Assembly
177,Simulation can open doors for urban vehicle connectivity,https://www.automotiveworld.com/articles/simulation-can-open-doors-for-urban-vehicle-connectivity/,"July 14, 2020","Integrating connected vehicles is a tricky task, but simulation can allow stakeholders to maximise efforts and investment. By Jack Hunsley",Automotive and Assembly
178,"Interview: Sigrid de Vries, Secretary General, CLEPA",https://www.automotiveworld.com/articles/interview-sigrid-de-vries-secretary-general-clepa/,"July 14, 2020","There is much to be concerned about in European automotive, but with government support and industry co-operation, suppliers can beat COVID-19. By Xavier Boucherat",Automotive and Assembly
179,The time is now: cities must get to grips with V2X and the connected car,https://www.automotiveworld.com/articles/the-time-is-now-cities-must-get-to-grips-with-v2x-and-the-connected-car/,"July 13, 2020","Automotive World is exploring the challenges and opportunities ahead for cities, as connected cars become more prevalent. By Xavier Boucherat, Freddie Holmes and Jack Hunsley",Automotive and Assembly
180,Europe’s automotive industry prepares for clamp down on pollutants,https://www.automotiveworld.com/articles/europes-automotive-industry-prepares-for-clamp-down-on-pollutants/,"July 13, 2020","Upcoming pollutant emissions legislation will further tighten the restrictions for manufacturers in Europe, writes Freddie Holmes",Automotive and Assembly
181,"Electric bus deployment continues in the Americas, despite COVID-19 fears",https://www.automotiveworld.com/articles/electric-bus-deployment-continues-in-the-americas-despite-covid-19-fears/,"July 10, 2020","Despite concerns for public transport in the wake of the pandemic, the roll out of electric buses continues. A successful transition will depend on quality data. By Xavier Boucherat",Automotive and Assembly
182,Are the 2020s the decade of Europe’s fuel cell truck revolution?,https://www.automotiveworld.com/articles/are-the-2020s-the-decade-of-europes-fuel-cell-truck-revolution/,"July 10, 2020","With both new and old players touting its potential, the outlook is that fuel cell trucks will be running in Europe well before 2030. By Jack Hunsley",Automotive and Assembly
183,What does the future hold for China post-COVID?,https://www.automotiveworld.com/articles/what-does-the-future-hold-for-china-post-covid/,"July 9, 2020","The pandemic is reshaping almost every aspect of the market, from public transport and vehicle ownership to connected technologies and electric propulsion. By Megan Lampinen",Automotive and Assembly
184,Europe sobers up on autonomy as ICE bans loom,https://www.automotiveworld.com/articles/europe-sobers-up-on-autonomy-as-ice-bans-loom/,"July 9, 2020","With money tight and emissions regulations to meet, the autonomous vehicle is falling further down the continent’s to-do list. By Jack Hunsley",Automotive and Assembly
185,COMMENT: 2020—the year that threw predictions out the window,https://www.automotiveworld.com/articles/comment-2020-the-year-that-threw-predictions-out-the-window/,"July 8, 2020",Peter O’Driscoll takes a look at how the novel coronavirus has impacted predictions for automotive megatrends,Automotive and Assembly
186,"Europe’s investment in future mobility paused, but not cancelled",https://www.automotiveworld.com/articles/europes-investment-in-future-mobility-paused-but-not-cancelled/,"July 8, 2020","Electrification will continue at pace, but AVs may have slipped down the list of priorities for now, writes Freddie Holmes",Automotive and Assembly
187,Europe’s nascent shared mobility market will bounce back from the pandemic,https://www.automotiveworld.com/articles/europes-nascent-shared-mobility-market-will-bounce-back-from-the-pandemic/,"July 7, 2020","COVID-19 briefly presented an existential crisis for shared mobility, but with lockdowns lifted, it has created something of an opportunity for service providers. By Xavier Boucherat",Automotive and Assembly
188,Towards a driver-less world? Autonomy and its impact on the fleet business,https://www.automotiveworld.com/articles/towards-a-driver-less-world-autonomy-and-its-impact-on-the-fleet-business/,"July 7, 2020","Autonomy has major profit potential in the transportation industry, with per-mile savings in a transfer hub model of up to 40%, write Dr Wilfried Aulbur and Dr Walter Rentzsch",Automotive and Assembly
189,COMMENT: What does the new mobility era mean for vehicle safety?,https://www.automotiveworld.com/articles/comment-what-does-the-new-mobility-era-mean-for-vehicle-safety/,"July 6, 2020",Thatcham Research’s Matthew Avery offers his take on the key challenges and latest developments in vehicle testing,Automotive and Assembly
190,Hydrogen fuel cell and battery electric to offer consumers the ‘power of choice’,https://www.automotiveworld.com/articles/hydrogen-fuel-cell-and-battery-electric-to-offer-consumers-the-power-of-choice/,"July 6, 2020","Both propulsion methods will cater to varying consumer needs, according to the Fuel Cell and Hydrogen Energy Association. Freddie Holmes finds out more",Automotive and Assembly
191,Truck fleets yet to define goals for automation,https://www.automotiveworld.com/articles/truck-fleets-yet-to-define-goals-for-automation/,"July 6, 2020","Autonomous vehicle technology has clear benefits on paper, but fleets are getting to grips with how AVs might be managed and operated long-term. By Freddie Holmes",Automotive and Assembly
192,"Interview: Mark Russell, Chief Executive, Nikola Motor Company",https://www.automotiveworld.com/articles/interview-mark-russell-chief-executive-nikola-motor-company/,"July 3, 2020",Jack Hunsley speaks to Nikola’s Chief Executive for an update on the start-up's European outlook.,Automotive and Assembly
193,Small fleets will struggle to benefit from autonomous technology,https://www.automotiveworld.com/articles/small-fleets-will-struggle-to-benefit-from-autonomous-technology/,"July 3, 2020",Scale and IT expertise will be needed to make economic sense of autonomy—a challenge for fleets without IT expertise. By Xavier Boucherat,Automotive and Assembly
194,Fuel cell trucking is shaping the future of hydrogen mobility,https://www.automotiveworld.com/articles/fuel-cell-trucking-is-shaping-the-future-of-hydrogen-mobility/,"July 2, 2020","CV applications mean that hydrogen is a hot topic again, but the market must move forward together, says Air Liquide's Pierre-Etienne Franc. By Xavier Boucherat",Automotive and Assembly
195,AV manufacturers must offer fleets complete hardware and software solutions,https://www.automotiveworld.com/articles/av-manufacturers-must-offer-fleets-complete-hardware-and-software-solutions/,"July 2, 2020","A user-centric focus is essential for fleets in the development of autonomous vehicles, writes Jack Hunsley",Automotive and Assembly
196,Autonomous drive tech unlikely to displace fleet drivers over the mid-term,https://www.automotiveworld.com/articles/autonomous-drive-tech-unlikely-to-displace-fleet-drivers-over-the-mid-term/,"July 1, 2020","Trucking and mobility services rely on drivers for much more than driving. Some tasks will be difficult, if not impossible, to fully automate. By Xavier Boucherat",Automotive and Assembly
197,Are incentives needed to secure an electric vehicle future?,https://www.automotiveworld.com/articles/are-incentives-needed-to-secure-an-electric-vehicle-future/,"July 1, 2020",IRP Systems' Chief Executive outlines her view on what it will take for EVs to go mainstream. By Megan Lampinen,Automotive and Assembly
198,‘We’re going to completely control trucking in America’ – Nikola’s Trevor Milton,https://www.automotiveworld.com/articles/were-going-to-completely-control-trucking-in-america-nikolas-trevor-milton/,"June 30, 2020",Nikola founder tells Martin Kahl the company has its sights set on becoming one of the top truck manufacturers in Europe and the US,Automotive and Assembly
199,Why battery EVs have raced ahead of hydrogen fuel cell vehicles,https://www.automotiveworld.com/articles/why-battery-evs-have-raced-ahead-of-hydrogen-fuel-cell-vehicles/,"June 30, 2020","The auto industry will continue to focus on BEVs in the coming years, but fuel cell technology has potential in the future, writes Dr. Philipp M. Haaf",Automotive and Assembly
200,Teleoperation a critical component for future autonomous fleets,https://www.automotiveworld.com/articles/teleoperation-a-critical-component-for-future-autonomous-fleets/,"June 30, 2020","Not only can it offer developers peace of mind, but teleoperation can also help ease public and regulatory concerns. By Jack Hunsley",Automotive and Assembly
201,Autonomous shuttles present new challenges for fleet management,https://www.automotiveworld.com/articles/autonomous-shuttles-present-new-challenges-for-fleet-management/,"June 29, 2020",FABULOS is a European project that aims to put autonomous shuttles on the road. Freddie Holmes finds out more,Automotive and Assembly
202,Dashboard battles: the Goldilocks principle and the vehicle user interface,https://www.automotiveworld.com/articles/dashboard-battles-the-goldilocks-principle-and-the-vehicle-user-interface/,"June 29, 2020",Altia's Chief Executive offers his view on the most pragmatic way for automakers to retain control of the in-car experience. By Megan Lampinen,Automotive and Assembly
